,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
1,Townhouse 2018,15865 NE 14th Rd Unit 8.1 Bellevue WA 98008,Bellevue,854990.0,2,2.25,187,1,3.0,319.,http://www.redfin.com/WA/Bellevue/15865-NE-14th-St-98008/unit-81/home/145703034
2,Single Family Residential 2018,819 176th Ave NE Bellevue WA 98008,Bretton Wood,1175000.0,5,2.75,328,16156,3.0,274.,http://www.redfin.com/WA/Bellevue/819-176th-Ave-NE-98008/home/503460
3,Single Family Residential 2018,4030 W Lake Sammamish Pkwy SE Bellevue WA 98008,Lake Sammamish,2200000.0,4,3,307,12155,3.0,274.,http://www.redfin.com/WA/Bellevue/4030-W-Lake-Sammamish-Pkwy-SE-98008/home/326094
4,Single Family Residential 2018,130 164th Ave NE Bellevue WA 98008,Lake Hills,2500000.0,13,9.5,788,9000,3.0,274.,http://www.redfin.com/WA/Bellevue/130-164th-Ave-NE-98008/home/500958
5,Single Family Residential 2018,16517 SE 18th St Bellevue WA 98008,Phantom Lake,1850000.0,5,3.25,427,21781,4.0,274.,http://www.redfin.com/WA/Bellevue/16517-SE-18th-St-98008/home/18666377
6,Single Family Residential 2018,154 163rd Place SE Bellevue WA 98008,Lake Hills,799000.0,5,1.75,197,8176,4.0,274.,http://www.redfin.com/WA/Bellevue/154-163rd-Pl-SE-98008/home/427125
7,Single Family Residential 2018,16797 SE 21st Place Bellevue WA 98008,Phantom Lake,929500.0,4,2.75,271,9734,4.0,274.,http://www.redfin.com/WA/Bellevue/16797-SE-21st-Pl-98008/home/428730
8,Single Family Residential 2018,2412 160th Ave NE Bellevue WA 98008,East Lake Sammamish,950000.0,3,2.5,181,11360,4.0,274.,http://www.redfin.com/WA/Bellevue/2412-160th-Ave-NE-98008/home/433035
9,Condo/Co-op 2018,3402 161 St Ct SE #24 Bellevue WA 98008,Spiritridge,629000.0,2,1.75,146,96799,5.0,539.,http://www.redfin.com/WA/Bellevue/3402-161st-Pl-SE-98008/unit-24/home/21824
10,Single Family Residential 2018,1816 175th Place NE Bellevue WA 98008,Tam O'shanter,898000.0,4,2.25,224,7500,5.0,274.,http://www.redfin.com/WA/Bellevue/1816-175th-Pl-NE-98008/home/503788
11,Single Family Residential 2018,16615 SE 15th St Bellevue WA 98008,Phantom Lake,1000000.0,4,2.5,295,8360,5.0,274.,http://www.redfin.com/WA/Bellevue/16615-SE-15th-St-98008/home/429454
12,Single Family Residential 2018,119 162nd Ave SE Bellevue WA 98008,Lake Hills,659950.0,4,2,176,10425,6.0,274.,http://www.redfin.com/WA/Bellevue/119-162nd-Ave-SE-98008/home/426245
13,Single Family Residential 2018,16433 SE 39th Place Bellevue WA 98008,Vasa Park,950000.0,4,3.5,320,7651,7.0,274.,http://www.redfin.com/WA/Bellevue/16433-SE-39th-Pl-98008/home/429754
14,Single Family Residential 2018,2610 W Lake Sammamish Pkwy SE Bellevue WA 98008,West Lake Sammamish,3698000.0,5,4.25,545,14132,9.0,274.,http://www.redfin.com/WA/Bellevue/2610-W-Lake-Sammamish-Pkwy-SE-98008/home/326420
15,Single Family Residential 2018,206 174th NE Bellevue WA 98008,Lake Sammamish,1100000.0,5,2.75,340,9606,12.0,274.,http://www.redfin.com/WA/Bellevue/206-174th-Pl-NE-98008/home/500601
16,Single Family Residential 2018,806 W Lake Sammamish Pkwy SE Bellevue WA 98008,West Lake Sammamish,3488000.0,5,4.25,546,13050,12.0,274.,http://www.redfin.com/WA/Bellevue/806-W-Lake-Sammamish-Pkwy-SE-98008/home/326331
17,Single Family Residential 2018,215 W Lake Sammamish Pkwy SE Bellevue WA 98008,Bellevue,1790000.0,5,5,396,53325,13.0,274.,http://www.redfin.com/WA/Bellevue/215-W-Lake-Sammamish-Pkwy-SE-98008/home/2098132
18,Townhouse 2018,7 168th Ave NE Bellevue WA 98008,West Lake Sammamish,749990.0,3,2.5,160,2533,18.0,285.,http://www.redfin.com/WA/Bellevue/7-168th-Ave-NE-98008/home/501313
19,Single Family Residential 2018,123 164th Ave SE Bellevue WA 98008,Lake Hills,798888.0,4,1.75,169,9450,19.0,274.,http://www.redfin.com/WA/Bellevue/123-164th-Ave-SE-98008/home/427513
20,Vacant Land 2018,3381 162nd Place SE Bellevue WA 98008,Vasa Park,999950.0,0,2.56,256,23246,25.0,274.,http://www.redfin.com/WA/Bellevue/3381-162nd-Pl-SE-98008/home/18658653
21,Single Family Residential 2018,3389 162nd Place SE Bellevue WA 98008,Vasa Park,999950.0,4,1.75,232,23246,25.0,274.,http://www.redfin.com/WA/Bellevue/3389-162nd-Pl-SE-98008/home/428334
22,Single Family Residential 2018,18110 SE 41st Lane Bellevue WA 98008,Lake Sammamish,13989000.0,4,5.25,728,65776,26.0,274.,http://www.redfin.com/WA/Bellevue/18110-SE-41st-Ln-98008/home/326053
23,Single Family Residential 2018,16611 NE 9th St Bellevue WA 98008,Bellevue,1150888.0,4,2.75,346,7875,31.0,274.,http://www.redfin.com/WA/Bellevue/16611-NE-9th-St-98008/home/499786
24,Single Family Residential 2018,848 W Lake Sammamish Pkwy NE Bellevue WA 98008,Lake Sammamish,3988000.0,5,4,521,20598,41.0,274.,http://www.redfin.com/WA/Bellevue/848-W-Lake-Sammamish-Pkwy-NE-98008/home/326318
25,Condo/Co-op 2018,16200 NE 12th Ct Unit C40 Bellevue WA 98008,Crossroads,449950.0,3,2,105,159466,47.0,436.,http://www.redfin.com/WA/Bellevue/16200-NE-12th-Ct-98008/unit-C40/home/25340
26,Single Family Residential 2018,1121 W Lk Sammamish Pkwy SE Bellevue WA 98008,Lake Sammamish,1950000.0,4,3.25,367,47916,66.0,274.,http://www.redfin.com/WA/Bellevue/1121-W-Lake-Sammamish-Pkwy-SE-98008/home/326347
27,Single Family Residential 2018,2004 W Lake Sammamish Pkwy SE Bellevue WA 98008,Lake Sammamish,1795000.0,3,2.5,275,29129,68.0,274.,http://www.redfin.com/WA/Bellevue/2004-W-Lake-Sammamish-Pkwy-SE-98008/home/326956
28,Single Family Residential 2018,18009 SE 40th Place Bellevue WA 98008,Lake Sammamish,2999888.0,5,5,555,23585,102.0,274.,http://www.redfin.com/WA/Bellevue/18009-SE-40th-Pl-98008/home/326063
29,Single Family Residential 2018,439 West Lake Sammamish Pkwy SE Bellevue WA 98008,West Lake Sammamish,3388888.0,5,5,447,55162,102.0,274.,http://www.redfin.com/WA/Bellevue/439-W-Lake-Sammamish-Pkwy-SE-98008/home/22685419
30,Vacant Land 2018,1849 W Lake Sammamish Pkwy SE Bellevue WA 98008,Lake Sammamish,200000.0,0,2.56,256,8884,368.0,274.,http://www.redfin.com/WA/Bellevue/1849-W-Lake-Sammamish-Pkwy-SE-98008/home/113975115
31,Townhouse 2018,15751 NE 15th St Bellevue WA 98008,Upton at Crossroads,792990.0,2,3.5,256,96799,326.0,274.,http://www.redfin.com/WA/Bellevue/15751-NE-15th-St-98008/home/145204746
32,Townhouse 2018,Unit J3 Bellevue WA 98008,Upton at Crossroads,864990.0,3,3,182,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-J3/home/135953560
33,Townhouse 2018,Unit J1 Bellevue WA 98008,Upton at Crossroads,854990.0,3,3,183,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-J1/home/135953564
34,Townhouse 2018,Unit D2 Bellevue WA 98008,Upton at Crossroads,849990.0,3,3.5,201,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-D2/home/135953571
35,Townhouse 2018,Unit D1 Bellevue WA 98008,Upton at Crossroads,792990.0,2,3.5,180,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-D1/home/135953580
36,Townhouse 2018,Unit K2 Bellevue WA 98008,Upton at Crossroads,734990.0,2,2,136,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-K2/home/135953520
37,Townhouse 2018,Unit C1 Bellevue WA 98008,Upton at Crossroads,804990.0,2,2.5,180,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-C1/home/135953508
38,Multi-Family (2-4 Unit) 2018,Unit K1 Bellevue WA 98008,Upton at Crossroads,734990.0,2,2,137,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-K1/home/135953531
39,Multi-Family (2-4 Unit) 2018,Unit N Bellevue WA 98008,Upton at Crossroads,649990.0,2,2.5,144,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-N/home/135953546
40,Multi-Family (2-4 Unit) 2018,Unit O Bellevue WA 98008,Upton at Crossroads,720990.0,3,2.5,157,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-O/home/135953543
41,Multi-Family (2-4 Unit) 2018,Unit J2 Bellevue WA 98008,Upton at Crossroads,804990.0,3,3.5,179,96799,83.95428033866416,274.,http://www.redfin.com/WA/Bellevue/Upton-at-Crossroads/Unit-J2/home/135953539
42,Single Family Residential 2018,833 3rd Ave N Kent WA 98032,Kent,349990.0,3,2,149,6934,1.0,274.,http://www.redfin.com/WA/Kent/833-3rd-Ave-N-98032/home/396583
43,Single Family Residential 2018,23938 43rd Ave S Kent WA 98032,West Hill,625000.0,6,3.25,465,15500,2.0,274.,http://www.redfin.com/WA/Kent/23938-43rd-Ave-S-98032/home/207887
44,Single Family Residential 2018,25021 35th Place S Kent WA 98032,West Hill,445000.0,4,1.75,204,7000,3.0,274.,http://www.redfin.com/WA/Kent/25021-35th-Pl-S-98032/home/207801
45,Single Family Residential 2018,3210 S 259th Lane Kent WA 98032,Kent,425000.0,3,2,250,14810,3.0,274.,http://www.redfin.com/WA/Kent/3210-S-259th-Pl-98032/home/207547
46,Single Family Residential 2018,5057 S 212th St Kent WA 98032,Kent,325000.0,2,1,159,20700,3.0,274.,http://www.redfin.com/WA/Kent/5057-S-212th-St-98032/home/344225
47,Single Family Residential 2018,4208 S 252nd Place Kent WA 98032,Kent,495000.0,4,3,307,8100,4.0,274.,http://www.redfin.com/WA/Kent/4208-S-252nd-Pl-98032/home/206471
48,Single Family Residential 2018,4512 S 217th St #109 Kent WA 98032,Riverview,508888.0,5,2.75,268,1327015,4.0,126.,http://www.redfin.com/WA/Kent/4512-S-217th-St-98032/unit-109/home/22696553
49,Townhouse 2018,5203 S 234th Place Unit 13-4 Kent WA 98032,The Lakes,389950.0,2,2.25,154,96799,4.0,325.,http://www.redfin.com/WA/Kent/5203-S-234th-Pl-98032/unit-13-4/home/53198
50,Townhouse 2018,5414 S 237th Place Unit 2-4 Kent WA 98032,The Lakes,295000.0,3,2.5,123,289463,4.0,330.,http://www.redfin.com/WA/Kent/5414-S-237th-Pl-98032/unit-2-4/home/5021
51,Single Family Residential 2018,4507 S 222nd St #16 Kent WA 98032,Riverview,395000.0,3,2.5,156,8744,4.0,93.0,http://www.redfin.com/WA/Kent/4507-S-222nd-St-98032/unit-16/home/18008
52,Condo/Co-op 2018,27004 47th Ave S #102 Kent WA 98032,Jovita,189950.0,2,1,973,194990,4.0,312.,http://www.redfin.com/WA/Kent/27004-47th-Ave-S-98032/unit-102/home/11387
53,Condo/Co-op 2018,23120 59th Place S Kent WA 98032,The Lakes,279950.0,2,2,114,96799,4.0,315.,http://www.redfin.com/WA/Kent/23120-59th-Pl-S-98032/unit-15-5/home/4939
54,Single Family Residential 2018,25223 45th Place S Kent WA 98032,Kent,410000.0,3,2.25,170,8000,5.0,274.,http://www.redfin.com/WA/Kent/25223-45th-Pl-S-98032/home/207586
55,Condo/Co-op 2018,25074 Lake Fenwick Rd Unit A Kent WA 98032,Lake Fenwick,170000.0,2,1.5,940,119008,6.0,367.,http://www.redfin.com/WA/Kent/25074-Lake-Fenwick-Rd-98032/unit-A/home/103952423
56,Townhouse 2018,21809 S 45 Ave S Kent WA 98032,Riverview,481990.0,5,2.25,278,1327016,7.0,126.,http://www.redfin.com/WA/Kent/21809-45th-Ave-S-98032/home/17068148
57,Single Family Residential 2018,24412 35th Place S Kent WA 98032,West Hill,334900.0,3,1,142,7350,7.0,274.,http://www.redfin.com/WA/Kent/24412-35th-Pl-S-98032/home/207608
58,Single Family Residential 2018,24331 35th Place S Kent WA 98032,Kent,349950.0,3,2,142,7800,11.0,274.,http://www.redfin.com/WA/Kent/24331-35th-Pl-S-98032/home/206487
59,Single Family Residential 2018,9804 S 200th Place Kent WA 98031,East Hill,624950.0,4,2.75,280,6399,14.0,63.0,http://www.redfin.com/WA/Kent/9804-S-200th-St-98032/home/145580599
60,Single Family Residential 2018,9812 S 200th Place Kent WA 98031,East Hill,649950.0,6,3,317,6086,14.0,63.0,http://www.redfin.com/WA/Kent/9812-S-200th-St-98032/home/145580598
61,Single Family Residential 2018,23302 57th Ave S #40 Kent WA 98032,The Lakes,455000.0,3,2.5,123,5247,18.0,125.,http://www.redfin.com/WA/Kent/23302-57th-Ave-S-98032/unit-40/home/1476
62,Townhouse 2018,27015 47th Ave S #209 Kent WA 98032,West Hill,220000.0,2,1.75,108,96799,18.0,332.,http://www.redfin.com/WA/Kent/27015-47th-Ave-S-98032/unit-209/home/71670
63,Townhouse 2018,5427 S 236th St Unit 10-5 Kent WA 98032,Kent,310729.0,2,2,113,424298,20.0,259.,http://www.redfin.com/WA/Kent/5427-S-236th-St-98032/unit-10-5/home/2069519
64,Townhouse 2018,4514 S 218nd St Kent WA 98032,Riverview,440000.0,3,2.5,211,1327015,25.0,126.,http://www.redfin.com/WA/Kent/4514-S-218th-St-98032/unit-136/home/12306630
65,Townhouse 2018,22727 43rd Ave S Kent WA 98032,Riverview,369950.0,4,2.5,188,96799,26.0,410.,http://www.redfin.com/WA/Kent/22727-43rd-Ave-S-98032/home/66404
66,Multi-Family (2-4 Unit) 2018,25239 Lake Fenwick Rd S Kent WA 98032,Lake Fenwick,425000.0,4,2,174,11011,27.0,274.,http://www.redfin.com/WA/Kent/25239-Lake-Fenwick-Rd-S-98032/home/145483284
67,Single Family Residential 2018,20111 90th (Lot 25) Place S Kent WA 98031,Kent,674990.0,5,4,358,7109,29.0,50.0,http://www.redfin.com/WA/Kent/20111-25th-Ln-S-98032/home/145422363
68,Condo/Co-op 2018,27031 47th Ave S #109 Kent WA 98032,West Hill,210000.0,2,1.5,108,194990,32.0,285.,http://www.redfin.com/WA/Kent/27031-47th-Ave-S-98032/unit-109/home/104006767
69,Single Family Residential 2018,4602 S 258th Place Kent WA 98032,Kent,449000.0,3,2.5,178,29614,35.0,274.,http://www.redfin.com/WA/Kent/4602-S-258th-Pl-98032/home/207760
70,Single Family Residential 2018,114 E Willis St Kent WA 98032,Kent,139950.0,1,1,960,2856,41.0,274.,http://www.redfin.com/WA/Kent/114-E-Willis-St-98032/home/397209
71,Vacant Land 2018,24800 Frager Road S Rd S Kent WA 98032,Kent,240000.0,0,2.56,256,46609,44.0,274.,http://www.redfin.com/WA/Kent/24800-Frager-Rd-S-98032/home/145284556
72,Single Family Residential 2018,9816 S 200th Place Kent WA 98031,East Hill,629950.0,4,3.25,278,6780,82.0,62.0,http://www.redfin.com/WA/Kent/9816-S-200th-St-98032/home/145604723
73,Mobile/Manufactured Home 2018,2424 S 260th St #44 Kent WA 98032,Kent,45000.0,2,2,980,96799,135.0,274.,http://www.redfin.com/WA/Kent/2424-S-260th-St-98032/unit-44/home/143840095
74,Multi-Family (2-4 Unit) 2018,2709 S 256th Place S Kent WA 98032,Star Lake,530000.0,6,4,271,7220,178.0,274.,http://www.redfin.com/WA/Kent/2709-S-256th-Pl-98032/home/2063437
75,Townhouse 2018,24623 45th Place S Unit 20-F3 Kent WA 98032,Lake Fenwick,210000.0,2,2.25,118,96799,255.0,382.,http://www.redfin.com/WA/Kent/24623-45th-Pl-S-98032/unit-20-F3/home/143725420
76,Townhouse 2018,4535 S 248th Place Kent WA 98032,Lake Fenwick,185000.0,2,1.5,115,96799,264.0,393.,http://www.redfin.com/WA/Kent/4535-S-248th-Pl-98032/unit-17F1/home/20867
77,Vacant Land 2018,S 246TH St Kent WA 98032,Kent,120000.0,0,2.56,256,15000,364.0,274.,http://www.redfin.com/WA/Kent/S-246th-Ct-98032/home/114009474
78,Vacant Land 2018,4113 S 243rd Kent WA 98032,Kent,120999.0,0,2.56,256,46650,785.0,274.,http://www.redfin.com/WA/Kent/4113-S-243rd-Pl-98032/home/104273152
79,Vacant Land 2018,142 Macadam Rd S Tukwila WA 98168,Tukwila,139000.0,0,2.56,256,32878,3.0,274.,http://www.redfin.com/WA/Tukwila/142-Macadam-Rd-S-98168/home/109266718
80,Single Family Residential 2018,11406 14th Ave S Seattle WA 98168,Burien,450000.0,3,1.75,198,12800,3.0,274.,http://www.redfin.com/WA/Seattle/11406-14th-Ave-S-98168/home/187707
81,Single Family Residential 2018,11111 50th Ave S Tukwila WA 98178,Skyway,995000.0,5,3,360,14040,3.0,274.,http://www.redfin.com/WA/Tukwila/11111-50th-Ave-S-98178/home/22462189
82,Single Family Residential 2018,10904 49th Ave S Tukwila WA 98178,Tukwila,350000.0,2,1,101,10530,4.0,274.,http://www.redfin.com/WA/Tukwila/10904-49th-Ave-S-98178/home/175498
83,Single Family Residential 2018,12013 12th Ave S Seattle WA 98168,Burien,349900.0,2,1,151,14750,4.0,274.,http://www.redfin.com/WA/Seattle/12013-12th-Ave-S-98168/home/188765
84,Single Family Residential 2018,12638 Roseberg Ave S Seattle WA 98168,Boulevard Park,424950.0,4,1.75,176,14594,4.0,274.,http://www.redfin.com/WA/Seattle/12638-Roseberg-Ave-S-98168/home/190685
85,Single Family Residential 2018,9222 Spear Place S Seattle WA 98118,Rainier Beach,700000.0,4,2.25,252,6900,4.0,274.,http://www.redfin.com/WA/Seattle/9222-Spear-Pl-S-98118/home/175200
86,Mobile/Manufactured Home 2018,12703 Military Rd S Burien WA 98168,Burien,289000.0,4,2,140,24142,5.0,274.,http://www.redfin.com/WA/Burien/12703-Military-Rd-S-98168/home/12299312
87,Single Family Residential 2018,10424 9th Ave S Seattle WA 98168,Glen Acres,649950.0,4,3,269,7900,5.0,274.,http://www.redfin.com/WA/Seattle/10424-9th-Ave-S-98168/home/187518
88,Multi-Family (2-4 Unit) 2018,1413 S 99th St Seattle WA 98108,South Park,499900.0,3,2,144,7000,7.0,274.,http://www.redfin.com/WA/Seattle/1413-S-99th-St-98108/home/187225
89,Multi-Family (2-4 Unit) 2018,1415 S 99th St Seattle WA 98108,South Park,599900.0,3,2,170,6300,7.0,274.,http://www.redfin.com/WA/Seattle/1415-S-99th-St-98108/home/187520
90,Vacant Land 2018,1409 S 99th St Seattle WA 98108,South Park,250000.0,0,2.56,256,12642,7.0,274.,http://www.redfin.com/WA/Seattle/1409-S-99th-St-98108/home/145650908
91,Single Family Residential 2018,5139 S Augusta St Seattle WA 98178,Skyway,439000.0,3,1.75,144,21510,7.0,274.,http://www.redfin.com/WA/Seattle/5139-S-Augusta-St-98178/home/178740
92,Single Family Residential 2018,11441 Glendale Wy S Seattle WA 98168,Boulevard Park,549900.0,6,2,208,18291,10.0,274.,http://www.redfin.com/WA/Seattle/11441-Glendale-Way-S-98168/home/187961
93,Single Family Residential 2018,1864 S 120th St Seattle WA 98168,Boulevard Park,425000.0,3,1,162,8154,10.0,274.,http://www.redfin.com/WA/Seattle/1864-S-120th-St-98168/home/187791
94,Single Family Residential 2018,2686 S 124th Lane Seattle WA 98168,Boulevard Park,584950.0,4,2.5,218,7236,11.0,25.0,http://www.redfin.com/WA/Burien/2686-S-124th-Ln-98168/home/113178721
95,Single Family Residential 2018,5006 S Ryan Wy Seattle WA 98178,Upper Rainier Beach,275000.0,2,1,113,15841,11.0,274.,http://www.redfin.com/WA/Seattle/5006-S-Ryan-Way-98178/home/175625
96,Single Family Residential 2018,1001 S Henderson St Seattle WA 98108,Seattle,464990.0,4,2,170,5500,14.0,274.,http://www.redfin.com/WA/Seattle/1001-S-Henderson-St-98108/home/477478
97,Single Family Residential 2018,12448 14th Ave S Seattle WA 98168,Boulevard Park,449950.0,3,1.5,102,15000,17.0,274.,http://www.redfin.com/WA/Seattle/12448-14th-Ave-S-98168/home/189179
98,Condo/Co-op 2018,10459 Des Moines Memorial Dr #102 Seattle WA 98168,Des Moines,72500.0,1,1,680,96799,19.0,220.,http://www.redfin.com/WA/Seattle/10459-Des-Moines-Memorial-Dr-98168/unit-102/home/71340
99,Single Family Residential 2018,5018 S Ryan Wy Seattle WA 98178,Upper Rainier Beach,628000.0,4,3,243,7462,23.0,274.,http://www.redfin.com/WA/Seattle/5018-S-Ryan-Way-98178/home/175553
100,Townhouse 2018,5035 S 109th Ct Tukwila WA 98178,Seattle,539000.0,3,2.5,199,1487,24.0,274.,http://www.redfin.com/WA/Tukwila/5035-S-109th-St-98178/home/145520959
101,Single Family Residential 2018,10005 16th Ave S Seattle WA 98168,Boulevard Park,690000.0,5,3,290,9450,25.0,274.,http://www.redfin.com/WA/Seattle/10005-16th-Ave-S-98168/home/18666365
102,Single Family Residential 2018,11259 Roseberg Ave S Seattle WA 98168,Boulevard Park,569950.0,4,2.5,172,9088,30.0,274.,http://www.redfin.com/WA/Seattle/11259-Roseberg-Ave-S-98168/home/187708
103,Single Family Residential 2018,4515 S Fletcher St Seattle WA 98118,Upper Rainier Beach,675000.0,6,3,235,5400,30.0,274.,http://www.redfin.com/WA/Seattle/4515-S-Fletcher-St-98118/home/175459
104,Vacant Land 2018,100 Des Moines Memorial Dr Seattle WA 98168,Boulevard Park,160000.0,0,2.56,256,5088,32.0,274.,http://www.redfin.com/WA/Seattle/100-Des-Moines-Memorial-Dr-S-98108/home/144426183
105,Single Family Residential 2018,1424 S 130th Place Burien WA 98168,Burien,419950.0,3,2,970,11696,32.0,274.,http://www.redfin.com/WA/Burien/1424-S-130th-Pl-98168/home/188919
106,Vacant Land 2018,5153 S Director St Seattle WA 98118,Rainier Beach,265000.0,0,2.56,256,4200,40.0,274.,http://www.redfin.com/WA/Seattle/5153-S-Director-St-98118/home/145303948
107,Vacant Land 2018,51 S Director St Seattle WA 98118,Rainier Beach,265000.0,0,2.56,256,4200,40.0,274.,http://www.redfin.com/WA/Seattle/51-S-Director-St-Unknown/home/22086737
108,Single Family Residential 2018,3713 S Burns St Seattle WA 98118,Beacon Hill,374950.0,2,1,770,7425,40.0,274.,http://www.redfin.com/WA/Seattle/3713-S-Burns-St-98118/home/480868
109,Single Family Residential 2018,5015 S 122nd Lane Tukwila WA 98178,Allentown,475000.0,3,2.5,150,3679,42.0,274.,http://www.redfin.com/WA/Tukwila/5015-S-122nd-Ln-98178/home/22807945
110,Vacant Land 2018,41st Ave S & S 113th St Tukwila WA 98168,Tukwila,299000.0,0,2.56,256,12352,46.0,274.,http://www.redfin.com/WA/Tukwila/S-113th-St-98168/home/145277229
111,Single Family Residential 2018,9402 Merton Wy S Seattle WA 98118,Seattle,1200000.0,2,1.5,124,8068,54.0,274.,http://www.redfin.com/WA/Seattle/9402-Merton-Way-S-98118/home/479840
112,Single Family Residential 2018,4836 S Gazelle St Seattle WA 98118,Rainier Beach,640000.0,6,2.75,330,7208,59.0,274.,http://www.redfin.com/WA/Seattle/4836-S-Gazelle-St-98118/home/175357
113,Single Family Residential 2018,13117 12th Ave S Burien WA 98168,Burien,599950.0,4,2.75,214,8807,61.0,274.,http://www.redfin.com/WA/Burien/13117-12th-Ave-S-98168/home/145194215
114,Vacant Land 2018,9431 Leroy Place S Seattle WA 98118,Beacon Hill,150000.0,0,2.56,256,7201,63.0,274.,http://www.redfin.com/WA/Seattle/9431-Leroy-Pl-S-98118/home/145165658
115,Vacant Land 2018,9449 Leroy Place S Seattle WA 98118,Beacon Hill,150000.0,0,2.56,256,7800,63.0,274.,http://www.redfin.com/WA/Seattle/9449-Leroy-Pl-S-98118/home/145165632
116,Single Family Residential 2018,9728 Beacon Ave S Seattle WA 98118,Upper Rainier Beach,879000.0,6,2.5,431,8573,73.0,274.,http://www.redfin.com/WA/Seattle/9728-Beacon-Ave-S-98118/home/101611202
117,Single Family Residential 2018,9240 37th Ave S Seattle WA 98118,Beacon Hill,375000.0,3,1.75,830,5210,73.0,274.,http://www.redfin.com/WA/Seattle/9240-37th-Ave-S-98118/home/479810
118,Vacant Land 2018,9401 Leroy Place S Seattle WA 98118,Beacon Hill,150000.0,0,2.56,256,7607,77.0,274.,http://www.redfin.com/WA/Seattle/9401-Leroy-Pl-S-98118/home/145076365
119,Townhouse 2018,5024 S 109th Ct Tukwila WA 98178,Seattle,539000.0,3,2.5,199,1487,79.0,274.,http://www.redfin.com/WA/Tukwila/5024-S-109th-St-98178/home/145031361
120,Townhouse 2018,5044 S 109th Ct Tukwila WA 98178,Seattle,525000.0,3,2.5,177,2875,81.0,274.,http://www.redfin.com/WA/Tukwila/5044-S-109th-St-98178/home/144981978
121,Townhouse 2018,10754 Glen Acres Dr S Seattle WA 98168,Glen Acres,349900.0,3,2.25,188,122500,83.0,798.,http://www.redfin.com/WA/Burien/10754-Glen-Acres-Dr-S-98168/home/17080047
122,Single Family Residential 2018,12517 51st Place S Tukwila WA 98178,Allentown,650000.0,4,3,219,12500,94.0,274.,http://www.redfin.com/WA/Tukwila/12517-51st-Pl-S-98178/home/22230374
123,Vacant Land 2018,12810 34th Ave S Tukwila WA 98168,Riverton,199950.0,0,2.56,256,18468,102.0,274.,http://www.redfin.com/WA/Tukwila/12810-34th-Ave-S-98168/home/28927918
124,Single Family Residential 2018,12602 10th Ave S Burien WA 98168,Burien,525000.0,2,1.75,111,29607,109.0,274.,http://www.redfin.com/WA/Seattle/12602-10th-Ave-S-98168/home/188915
125,Single Family Residential 2018,0 SeaTac WA 98168,SeaTac,1200000.0,0,2.56,418,65340,242.0,274.,http://www.redfin.com/WA/Tukwila/Undisclosed-address-98168/home/191506
126,Vacant Land 2018,11278 Roseberg Ave S Burien WA 98168,Burien,71000.0,0,2.56,256,8750,251.0,274.,http://www.redfin.com/WA/Seattle/11278-Roseberg-Ave-S-98168/home/22680841
127,Vacant Land 2018,9041 48th Ave S Seattle WA 98118,Rainier Beach,1400000.0,0,2.56,256,16392,257.0,274.,http://www.redfin.com/WA/Seattle/9041-48th-Ave-S-98118/home/40193093
128,Vacant Land 2018,122 -XX 14th Ave S Seattle WA 98168,Southern,145000.0,0,2.56,256,22800,264.0,274.,http://www.redfin.com/WA/Burien/122-14th-Ave-S-98168/unit-XX/home/101683337
129,Single Family Residential 2018,9106 Beacon Ave S Seattle WA 98118,Beacon Hill,480000.0,4,3,190,4160,293.0,274.,http://www.redfin.com/WA/Seattle/9106-Beacon-Ave-S-98118/home/480708
130,Vacant Land 2018,11250 Military Rd S Seattle WA 98168,Boulevard Park,799000.0,0,2.56,256,34163,344.0,274.,http://www.redfin.com/WA/Seattle/11250-Military-Rd-S-98168/home/22225297
131,Vacant Land 2018,48th ave S Tukwila WA 98178,Skyway,90000.0,0,2.56,256,7020,702.0,274.,http://www.redfin.com/WA/Tukwila/48th-Ave-S-98178/home/107593463
132,Vacant Land 2018,120 Roseberg Ave S Seattle WA 98168,Boulevard Park,120000.0,0,2.56,256,24657,728.0,274.,http://www.redfin.com/WA/Seattle/Roseberg-Ave-S-98168/home/22467518
133,Vacant Land 2018,114 Glendale Wy S Burien WA 98168,Burien,69950.0,0,2.56,256,7724,739.0,274.,http://www.redfin.com/WA/Burien/114-Glendale-Way-S-98168/home/105521921
134,Single Family Residential 2018,12039 10th Ave S Seattle WA 98168,Burien,500000.0,3,2,135,19166,31.0,274.,http://www.redfin.com/WA/Seattle/12039-10th-Ave-S-98168/home/2063008
