SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,11920 SE 260th St,Kent,WA,98030,350000,4,2.25,Kent,1330,7352,1986,1,263,6,Active,May-12-2018 01:00 PM,May-12-2018 03:00 PM,http://www.redfin.com/WA/Kent/11920-SE-260th-St-98030/home/399540,NWMLS,1286009,N,Y,47.3692212,-122.1831079
MLS Listing,,Single Family Residential,7042 S 116 Place,Seattle,WA,98178,460000,4,1.75,Lakeridge,2560,30164,1941,1,180,,Active,May-7-2018 11:00 AM,May-7-2018 01:00 PM,http://www.redfin.com/WA/Seattle/7042-S-116th-Pl-98178/home/197695,NWMLS,1279609,N,Y,47.4986862,-122.2443442
MLS Listing,,Single Family Residential,2265 NE 73rd St,Seattle,WA,98115,595000,2,1.0,Ravenna,820,4635,1950,1,726,,Active,May-12-2018 01:00 PM,May-12-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2265-NE-73rd-St-98115/home/311240,NWMLS,1286530,N,Y,47.681089,-122.3030825
MLS Listing,,Single Family Residential,919 153rd Place SW,Lynnwood,WA,98087,575000,4,2.5,Martha Lake,2306,16553,1980,1,249,,Active,,,http://www.redfin.com/WA/Lynnwood/919-153rd-St-SW-98087/home/2786365,NWMLS,1283466,N,Y,47.8595364,-122.2460946
MLS Listing,,Single Family Residential,1507 Fulton St,Everett,WA,98201,279500,2,1.0,North Everett,868,9148,1930,1,322,,Active,,,http://www.redfin.com/WA/Everett/1507-Fulton-St-98201/home/2751796,NWMLS,1287115,N,Y,47.9972759,-122.1944481
MLS Listing,,Condo/Co-op,120 NW 39th St #205,Seattle,WA,98107,340000,1,1.0,Fremont,489,12500,1988,1,695,239,Active,,,http://www.redfin.com/WA/Seattle/120-NW-39th-St-98107/unit-205/home/12318176,NWMLS,1287070,N,Y,47.6543525,-122.3584555
MLS Listing,,Single Family Residential,1235 20th Ave E,Seattle,WA,98112,2375000,5,3.75,Capitol Hill,3950,4320,1909,1,601,,Active,,,http://www.redfin.com/WA/Seattle/1235-20th-Ave-E-98112/home/135786,NWMLS,1286587,N,Y,47.6316171,-122.3062876
MLS Listing,,Single Family Residential,8620 31st Ave SW,Seattle,WA,98126,525000,3,1.0,Westwood,1040,7560,1952,1,505,,Active,May-8-2018 11:30 AM,May-8-2018 02:30 PM,http://www.redfin.com/WA/Seattle/8620-31st-Ave-SW-98126/home/473454,NWMLS,1274617,N,Y,47.5258003,-122.3722622
MLS Listing,,Single Family Residential,1031 NE 89th St,Seattle,WA,98115,885000,3,1.75,Maple Leaf,2280,6380,1930,1,388,,Active,May-7-2018 12:00 AM,May-7-2018 11:59 PM,http://www.redfin.com/WA/Seattle/1031-NE-89th-St-98115/home/109127,NWMLS,1284707,N,Y,47.6928418,-122.3162367
MLS Listing,,Single Family Residential,3027 NE 91st St,Seattle,WA,98115,900000,3,2.0,Wedgwood,3020,10026,1933,1,298,,Active,May-7-2018 10:30 AM,May-7-2018 12:30 PM,http://www.redfin.com/WA/Seattle/3027-NE-91st-St-98115/home/318208,NWMLS,1286551,N,Y,47.6945329,-122.2948254
MLS Listing,,Single Family Residential,3116 NE 83rd St,Seattle,WA,98115,925000,3,2.5,Wedgwood,2460,6000,1942,1,376,,Active,May-10-2018 05:00 PM,May-10-2018 07:00 PM,http://www.redfin.com/WA/Seattle/3116-NE-83rd-St-98115/home/318486,NWMLS,1281092,N,Y,47.6890118,-122.2942188
MLS Listing,,Single Family Residential,11860 12th Ave S,Seattle,WA,98168,350000,2,1.0,Boulevard Park,1360,7397,1942,1,257,,Active,May-8-2018 02:30 PM,May-8-2018 04:30 PM,http://www.redfin.com/WA/Seattle/11860-12th-Ave-S-98168/home/187838,NWMLS,1287085,N,Y,47.495976,-122.3175769
MLS Listing,,Single Family Residential,12550 Shorewood Lane SW,Burien,WA,98146,2079500,4,3.5,Shorewood,3530,37273,1966,1,589,6,Active,May-13-2018 01:00 PM,May-13-2018 04:00 PM,http://www.redfin.com/WA/Burien/12550-Shorewood-Ln-SW-98146/home/333028,NWMLS,1284623,N,Y,47.4900513,-122.3656988
MLS Listing,,Single Family Residential,20129 Hollyhills Dr NE,Bothell,WA,98011,598000,3,2.5,Morningside,1790,4281,1987,1,334,68,Active,May-12-2018 03:00 PM,May-12-2018 05:00 PM,http://www.redfin.com/WA/Bothell/20129-Hollyhills-Dr-NE-98011/home/287441,NWMLS,1287096,N,Y,47.7742609,-122.1715174
MLS Listing,,Vacant Land,12400 71st Ave S,Seattle,WA,98178,375000,0,,Skyway,,57086,,1,,,Active,,,http://www.redfin.com/WA/Seattle/12400-71st-Ave-S-98178/home/22485149,NWMLS,1286960,N,Y,47.4955223,-122.2446462
MLS Listing,,Single Family Residential,19018 178th Place SE,Renton,WA,98058,675000,5,2.5,Renton,2390,7890,2015,1,282,50,Active,,,http://www.redfin.com/WA/Renton/19018-178th-Pl-SE-98058/home/69357014,NWMLS,1276959,N,Y,47.4318186,-122.1026146
MLS Listing,,Townhouse,9630 2nd St SE #18,Lake Stevens,WA,98258,295000,2,2.0,Lake Stevens,1209,180323,1995,1,244,236,Active,,,http://www.redfin.com/WA/Lake-Stevens/9630-2nd-St-SE-98258/unit-18/home/2845199,NWMLS,1287043,N,Y,47.994279,-122.101753
MLS Listing,,Single Family Residential,4926 NE 24th St,Renton,WA,98059,425000,3,2.25,Renton,1740,9648,1968,1,244,,Active,,,http://www.redfin.com/WA/Renton/4926-NE-24th-St-98059/home/411974,NWMLS,1286812,N,Y,47.5131084,-122.1523378
MLS Listing,,Condo/Co-op,1856 Central Place S #35,Kent,WA,98030,125000,1,1.0,Green River,563,199208,1978,1,222,243,Active,,,http://www.redfin.com/WA/Kent/1856-Central-Pl-S-98030/unit-35/home/145577984,NWMLS,1286963,N,Y,47.3627819,-122.227868
MLS Listing,,Single Family Residential,11820 NE 71st Ln (Unit 24),Kirkland,WA,98033,1799995,4,2.5,Rose Hill,3258,3488,2017,1,552,175,Active,,,http://www.redfin.com/WA/Kirkland/11820-NE-71st-Ln-98033/home/143025742,NWMLS,1287000,N,Y,47.6691876,-122.16492
MLS Listing,,Single Family Residential,360 NE 167th St,Shoreline,WA,98155,1150000,5,2.75,Shoreline,2720,12300,2012,1,423,,Active,,,http://www.redfin.com/WA/Seattle/360-NE-167th-St-98155/home/22420888,NWMLS,1286939,N,Y,47.7506842,-122.3246427
MLS Listing,,Condo/Co-op,9805 Avondale Rd NE Unit U255,Redmond,WA,98052,389500,2,2.0,Avondale,823,,1985,1,473,378,Active,,,http://www.redfin.com/WA/Redmond/9805-Avondale-Rd-NE-98052/unit-U255/home/12536762,NWMLS,1286994,N,Y,47.6878623,-122.0944957
MLS Listing,,Single Family Residential,27221 118th Ave SE,Kent,WA,98030,275000,1,1.0,East Hill,1720,9801,1961,1,160,,Active,,,http://www.redfin.com/WA/Kent/27221-118th-Ave-SE-98030/home/404329,NWMLS,1286527,N,Y,47.3569323,-122.1837545
MLS Listing,,Townhouse,17820 19th Ave SE #10,Bothell,WA,98012,525000,3,2.5,Bothell,2390,3009,2007,1,220,41,Active,,,http://www.redfin.com/WA/Mill-Creek/17820-19th-Ave-SE-98012/unit-10/home/11884017,NWMLS,1281238,N,Y,47.835894,-122.2070586
MLS Listing,,Condo/Co-op,8614 26th Ave SW Unit C,Seattle,WA,98106,320000,2,1.75,Westwood,976,7681,1980,1,328,300,Active,,,http://www.redfin.com/WA/Seattle/8614-26th-Ave-SW-98106/unit-C/home/2080457,NWMLS,1286931,N,Y,47.5259649,-122.3655115
MLS Listing,,Single Family Residential,11442 SE 164th St,Renton,WA,98055,465000,3,2.0,Renton,1630,8790,2009,1,285,,Active,,,http://www.redfin.com/WA/Renton/11442-SE-164th-St-98055/home/22460015,NWMLS,1285009,N,Y,47.456852,-122.186978
MLS Listing,,Single Family Residential,24201 93rd Ct S #10,Kent,WA,98030,647000,4,2.75,East Hill,3079,5549,2018,1,210,30,Active,,,http://www.redfin.com/WA/Kent/24201-93rd-Pl-S-98031/unit-10/home/144856048,NWMLS,1286952,N,Y,47.4025428,-122.2166371
MLS Listing,,Single Family Residential,7051 34th Ave NE,Seattle,WA,98115,1675000,5,3.5,Bryant,4014,3800,2015,1,417,,Active,May-9-2018 04:00 PM,May-9-2018 06:00 PM,http://www.redfin.com/WA/Seattle/7051-34th-Ave-NE-98115/home/314865,NWMLS,1271104,N,Y,47.6809503,-122.2917779
MLS Listing,,Single Family Residential,1506 77th Ave SE,Lake Stevens,WA,98258,500000,7,2.75,Lake Stevens,2563,3049,2015,1,195,38,Active,May-12-2018 01:00 PM,May-12-2018 04:00 PM,http://www.redfin.com/WA/Lake-Stevens/1506-77th-Ave-SE-98258/home/113070949,NWMLS,1283424,N,Y,47.982133,-122.12803
MLS Listing,,Condo/Co-op,7301 5th Ave NE #403,Seattle,WA,98115,575000,2,2.0,Green Lake,918,6900,1999,1,626,400,Active,May-7-2018 11:00 AM,May-7-2018 01:00 PM,http://www.redfin.com/WA/Seattle/7301-5th-Ave-NE-98115/unit-403/home/44989,NWMLS,1285555,N,Y,47.6818478,-122.3231713
MLS Listing,,Mobile/Manufactured Home,3001 S 288th St #188,Federal Way,WA,98003,42000,2,1.0,Federal Way,,,1972,1,,,Active,,,http://www.redfin.com/WA/Federal-Way/3001-S-288th-St-98003/unit-188/home/143068718,NWMLS,1286927,N,Y,47.3400308,-122.2956343
MLS Listing,,Single Family Residential,4602 S 164 St,Tukwila,WA,98188,325000,2,1.0,McMicken Heights,760,8400,1943,1,428,,Active,,,http://www.redfin.com/WA/Tukwila/4602-S-164th-St-98188/home/194648,NWMLS,1286922,N,Y,47.4564807,-122.2760726
MLS Listing,,Single Family Residential,2515 68TH Ave SE,Mercer Island,WA,98040,2485000,4,3.25,First Hill,4126,14800,1986,2,602,,Active,May-12-2018 01:00 PM,May-12-2018 04:00 PM,http://www.redfin.com/WA/Mercer-Island/2515-68th-Ave-SE-98040/home/258237,NWMLS,1286291,N,Y,47.5875343,-122.2454834
MLS Listing,,Condo/Co-op,12303 Harbour point Blvd Unit FF106,Mukilteo,WA,98275,179000,1,1.0,Harbour Pointe,649,508304,1992,2,276,235,Active,,,http://www.redfin.com/WA/Mukilteo/12303-Harbour-Pointe-Blvd-98275/unit-FF106/home/11884858,NWMLS,1286902,N,Y,47.886978,-122.3058871
MLS Listing,,Single Family Residential,1708 NW Greenbrier Wy,Seattle,WA,98177,1250000,3,2.5,Blue Ridge,2945,13376,1952,2,424,83,Active,May-9-2018 11:30 AM,May-9-2018 01:30 PM,http://www.redfin.com/WA/Seattle/1708-NW-Greenbrier-Way-98177/home/288466,NWMLS,1276328,N,Y,47.7052576,-122.3791594
MLS Listing,,Condo/Co-op,910 Lenora #1406,Seattle,WA,98121,670000,1,1.0,Denny Triangle,745,,2006,2,899,696,Active,May-8-2018 11:00 AM,May-8-2018 01:00 PM,http://www.redfin.com/WA/Seattle/910-Lenora-St-98121/unit-1406/home/103955218,NWMLS,1286026,N,Y,47.6177723,-122.3367117
MLS Listing,,Vacant Land,6202 Ravenna Ave NE,Seattle,WA,98115,675000,0,,Ravenna,,3100,,2,,,Active,,,http://www.redfin.com/WA/Seattle/6202-Ravenna-Ave-NE-98115/home/307982,NWMLS,1286644,N,Y,47.6739227,-122.3034878
MLS Listing,,Single Family Residential,18623 40th Place NE,Lake Forest Park,WA,98155,1100000,5,3.0,Lake Forest Park,3528,9631,2018,2,312,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/18623-40th-Pl-NE-98155/home/93290,NWMLS,1286728,N,Y,47.764159,-122.286065
MLS Listing,,Single Family Residential,17116 163rd Ave NE,Woodinville,WA,98072,1700000,4,3.25,Hollywood Hill,4164,31687,1999,2,408,,Active,,,http://www.redfin.com/WA/Woodinville/17116-163rd-Ave-NE-98072/home/448213,NWMLS,1285828,N,Y,47.7515075,-122.1222429
MLS Listing,,Condo/Co-op,5430 California Ave SW Unit 4D,Seattle,WA,98136,575000,2,2.0,Alaska Junction,1167,7500,2001,2,493,541,Active,May-10-2018 04:30 PM,May-10-2018 07:30 PM,http://www.redfin.com/WA/Seattle/5430-California-Ave-SW-98136/unit-4D/home/145574496,NWMLS,1281844,N,Y,47.552993,-122.3865489
MLS Listing,,Single Family Residential,17114 Brentwood Place NE,Lake Forest Park,WA,98155,998000,4,2.75,Sheridan Beach,1928,5000,2018,2,518,,Active,May-8-2018 11:00 AM,May-8-2018 02:00 PM,http://www.redfin.com/WA/Lake-Forest-Park/17114-47th-Ave-NE-98155/home/89671,NWMLS,1286104,N,Y,47.7524609,-122.2775222
MLS Listing,,Single Family Residential,14124 SE 281st St,Kent,WA,98042,524950,5,3.5,East Hill,3200,6116,2003,2,164,17,Active,,,http://www.redfin.com/WA/Kent/14124-SE-281st-St-98042/home/402882,NWMLS,1282606,N,Y,47.3497623,-122.1522668
MLS Listing,,Condo/Co-op,17432 Bothell Wy NE Unit B207,Bothell,WA,98011,529000,2,2.0,Bothell,1523,139747,2001,2,347,425,Active,,,http://www.redfin.com/WA/Bothell/17432-Bothell-Way-NE-98011/unit-B207/home/67610,NWMLS,1285497,N,Y,47.754761,-122.2108271
MLS Listing,,Single Family Residential,7815 1st Ave NW,Seattle,WA,98117,450000,1,1.0,Phinney Ridge,660,1380,1913,2,682,,Active,,,http://www.redfin.com/WA/Seattle/7815-1st-Ave-NW-98117/home/495083,NWMLS,1285020,N,Y,47.6861008,-122.3582054
MLS Listing,,Condo/Co-op,8601 244th St SW Unit 1F,Edmonds,WA,98026,299000,2,2.25,Edmonds,954,39019,1977,2,313,250,Active,,,http://www.redfin.com/WA/Edmonds/8601-244th-St-SW-98026/unit-1F/home/145574333,NWMLS,1286496,N,Y,47.778283,-122.3488189
MLS Listing,,Vacant Land,21000 1st Ave SW,Normandy Park,WA,98166,175000,0,,Normandy Park,,12800,,2,,,Active,,,http://www.redfin.com/WA/Burien/21000-1st-Ave-SW-98166/home/100383339,NWMLS,1284509,N,Y,47.4777138,-122.335152
MLS Listing,,Vacant Land,3rd Ave SE,Bothell,WA,98012,675000,0,,Canyon Park,,37462,,2,,,Active,,,http://www.redfin.com/WA/Bothell/3rd-Ave-SE-98012/home/145574212,NWMLS,1286663,N,Y,47.799429,-122.228313
MLS Listing,,Townhouse,3260 SW Graham St #403,Seattle,WA,98126,589990,2,2.25,West Seattle,1377,,2018,2,428,425,Active,,,http://www.redfin.com/WA/Seattle/3260-SW-Graham-St-98126/unit-403/home/145574150,NWMLS,1286802,N,Y,47.5466169,-122.3742473
MLS Listing,,Vacant Land,12 SE 128th wy,Issaquah,WA,98027,299000,0,,Issaquah,,99271,,2,,,Active,,,http://www.redfin.com/WA/Issaquah/12-SE-128th-Way-98027/home/88384307,NWMLS,1282738,N,Y,47.48631,-122.028116
MLS Listing,,Vacant Land,Birch Lane,Snohomish,WA,98290,215000,0,,Blackmans Lake,,8335,,2,,,Active,,,http://www.redfin.com/WA/Snohomish/Birch-Ln-98290/home/145574108,NWMLS,1286748,N,Y,47.937588,-122.095404
MLS Listing,,Condo/Co-op,2111 Waverly Place N #201,Seattle,WA,98109,577017,2,2.0,Queen Anne,821,6000,1999,2,703,283,Active,,,http://www.redfin.com/WA/Seattle/2111-Waverly-Pl-N-98109/unit-201/home/29768,NWMLS,1284884,N,Y,47.6381719,-122.3429181
MLS Listing,,Single Family Residential,7007 21 Ave NW,Seattle,WA,98117,749000,2,1.0,Ballard,1640,4692,1942,2,457,,Active,,,http://www.redfin.com/WA/Seattle/7007-21st-Ave-NW-98117/home/164348,NWMLS,1286375,N,Y,47.6798245,-122.3834965
MLS Listing,,Single Family Residential,4301 Terrace Dr,Everett,WA,98203,350000,3,1.0,Everett,988,6534,1961,2,354,,Active,,,http://www.redfin.com/WA/Everett/4301-Terrace-Dr-98203/home/2711799,NWMLS,1278410,N,Y,47.9604771,-122.2118096
MLS Listing,,Single Family Residential,2104 116th Dr SE,Lake Stevens,WA,98258,429950,3,2.5,Lake Stevens,2468,4500,2010,2,174,35,Active,,,http://www.redfin.com/WA/Lake-Stevens/2104-116th-Dr-SE-98258/home/39951453,NWMLS,1286029,N,Y,47.976962,-122.0752944
MLS Listing,,Condo/Co-op,5300 Harbour Pointe Blvd Unit 309F,Mukilteo,WA,98275,229000,2,1.5,Harbour Pointe,1030,326471,1989,2,222,425,Active,,,http://www.redfin.com/WA/Mukilteo/5300-Harbour-Pointe-Blvd-98275/unit-309F/home/2918072,NWMLS,1286694,N,Y,47.8968776,-122.3048652
MLS Listing,,Single Family Residential,9306 7th St SE,Lake Stevens,WA,98258,389950,3,2.5,Lake Stevens,1500,13068,1979,2,260,,Active,,,http://www.redfin.com/WA/Lake-Stevens/9306-7th-St-SE-98258/home/2785753,NWMLS,1281849,N,Y,47.9901609,-122.1057178
MLS Listing,,Single Family Residential,5415 S 296th Ct,Auburn,WA,98001,449950,4,2.5,West Auburn,2330,9531,1983,2,193,,Active,,,http://www.redfin.com/WA/Auburn/5415-S-296th-Ct-98001/home/210106,NWMLS,1286567,N,Y,47.3361067,-122.2665815
MLS Listing,,Single Family Residential,4042 SW Henderson St,Seattle,WA,98136,1125000,4,2.25,Fauntleroy,2860,11789,1952,2,393,,Active,May-8-2018 11:00 AM,May-8-2018 12:30 PM,http://www.redfin.com/WA/Seattle/4042-SW-Henderson-St-98136/home/157010,NWMLS,1285328,N,Y,47.5224682,-122.3849787
MLS Listing,,Single Family Residential,9800 Marine View Dr,Mukilteo,WA,98275,1295000,5,3.5,Harbour Pointe,3730,15246,1989,2,347,,Active,,,http://www.redfin.com/WA/Mukilteo/9800-Marine-View-Dr-98275/home/2804067,NWMLS,1286221,N,Y,47.9096975,-122.3194915
MLS Listing,,Condo/Co-op,701 122 Ave NE #208,Bellevue,WA,98005,399999,1,1.0,Downtown Bellevue,623,68240,1968,2,642,388,Active,,,http://www.redfin.com/WA/Bellevue/701-122nd-Ave-NE-98005/unit-208/home/22692031,NWMLS,1286117,N,Y,47.6157846,-122.1783203
MLS Listing,,Single Family Residential,3423 23rd Ave S,Seattle,WA,98144,685000,4,2.0,N Beacon Hill,2100,6000,1922,2,326,,Active,,,http://www.redfin.com/WA/Seattle/3423-23rd-Ave-S-98144/home/169550,NWMLS,1272238,N,Y,47.572409,-122.3036403
MLS Listing,,Vacant Land,120 122nd St SW,Burien,WA,98146,495000,0,,Burien,,42120,,2,,,Active,,,http://www.redfin.com/WA/Seattle/120-SW-122nd-St-98146/home/145572649,NWMLS,1286433,N,Y,47.4950657,-122.335747
MLS Listing,,Single Family Residential,2355 NE 150th St #1,Shoreline,WA,98155,975000,4,2.5,Shoreline,2566,6180,2018,2,380,82,Active,,,http://www.redfin.com/WA/Shoreline/2355-NE-150th-St-98155/unit-1/home/145572640,NWMLS,1278978,N,Y,47.7373056,-122.3039829
MLS Listing,,Townhouse,7501 25th Ave NE,Seattle,WA,98115,759950,2,2.0,Ravenna,1411,1273,2018,2,539,25,Active,,,http://www.redfin.com/WA/Seattle/7501-25th-Ave-NE-98115/home/145572627,NWMLS,1286314,N,Y,47.6831248,-122.3007958
MLS Listing,,Single Family Residential,19621 62nd Ct NE,Kenmore,WA,98028,645000,4,2.75,Kenmore,2350,9653,1978,2,274,,Active,,,http://www.redfin.com/WA/Kenmore/19621-62nd-Ct-NE-98028/home/283534,NWMLS,1283022,N,Y,47.7715602,-122.2590878
MLS Listing,,Condo/Co-op,2431 S 248th St Unit C23,Kent,WA,98032,174995,2,1.0,Kent,870,,1980,2,201,389,Active,,,http://www.redfin.com/WA/Kent/2431-S-248th-St-98032/unit-C23/home/62523,NWMLS,1286688,N,Y,47.3792845,-122.3012451
MLS Listing,,Single Family Residential,4950 126th Ave SE,Bellevue,WA,98006,950000,4,1.75,Newport Hills,3270,8462,1964,2,291,,Active,,,http://www.redfin.com/WA/Bellevue/4950-126th-Ave-SE-98006/home/415674,NWMLS,1284637,N,Y,47.5580421,-122.1721855
MLS Listing,,Single Family Residential,29722 34th Ave S,Auburn,WA,98001,398000,4,2.5,Jovita Heights,1771,4610,2006,2,225,,Active,,,http://www.redfin.com/WA/Auburn/29722-34th-Ct-S-98001/home/2116913,NWMLS,1285232,N,Y,47.3355165,-122.2881985
MLS Listing,,Single Family Residential,22322 8th Ave S,Des Moines,WA,98198,565000,5,2.0,Downtown Des Moines,2802,10018,1965,2,202,,Active,,,http://www.redfin.com/WA/Des-Moines/22322-8th-Ave-S-98198/home/200107,NWMLS,1286704,N,Y,47.4013365,-122.3234688
MLS Listing,,Condo/Co-op,71 Pine St #101,Edmonds,WA,98020,739000,2,1.75,Edmonds Bowl,1146,,2005,2,645,456,Active,,,http://www.redfin.com/WA/Edmonds/71-Pine-St-98020/unit-101/home/2916708,NWMLS,1286624,N,Y,47.8042611,-122.3899373
MLS Listing,,Single Family Residential,5135 SW Admiral Wy,Seattle,WA,98116,495000,3,1.0,Alki,1600,5950,1930,2,309,,Active,,,http://www.redfin.com/WA/Seattle/5135-SW-Admiral-Way-98116/home/330306,NWMLS,1286391,N,Y,47.5790754,-122.398755
MLS Listing,,Condo/Co-op,14757 NE 32nd St Unit B301,Bellevue,WA,98007,358500,2,1.0,Microsoft,889,435710,1978,2,403,464,Active,,,http://www.redfin.com/WA/Bellevue/14757-NE-32nd-St-98007/unit-B301/home/103953962,NWMLS,1285151,N,Y,47.6386005,-122.1437883
MLS Listing,,Single Family Residential,16508 76th Ave NE,Kenmore,WA,98028,839950,4,3.5,Kenmore,2700,7442,1996,3,311,,Active,,,http://www.redfin.com/WA/Kenmore/16508-76th-Ave-NE-98028/home/274925,NWMLS,1283693,N,Y,47.7481823,-122.2391099
MLS Listing,,Condo/Co-op,3312 I St NE Unit D 201,Auburn,WA,98002,165000,2,2.0,Auburn,858,,1981,3,192,289,Active,,,http://www.redfin.com/WA/Auburn/3312-I-St-NE-98002/unit-D201/home/31099,NWMLS,1280276,N,Y,47.3366168,-122.2192387
MLS Listing,,Single Family Residential,9238 9th Ave SW,Seattle,WA,98106,439900,3,1.0,West Seattle,1170,7620,1954,3,376,,Active,,,http://www.redfin.com/WA/Seattle/9238-9th-Ave-SW-98106/home/476391,NWMLS,1286608,N,Y,47.5198053,-122.3464251
MLS Listing,,Condo/Co-op,8520 242nd St SW #306,Edmonds,WA,98026,275000,2,1.75,Edmonds,1098,57268,1978,3,250,387,Active,,,http://www.redfin.com/WA/Edmonds/8520-242nd-St-SW-98026/unit-306/home/2784718,NWMLS,1279294,N,Y,47.77911,-122.348434
MLS Listing,,Single Family Residential,3739 135th Ave SE,Bellevue,WA,98006,799950,5,1.5,Eastgate,2205,9534,1958,3,363,,Active,,,http://www.redfin.com/WA/Bellevue/3739-135th-Ave-SE-98006/home/233662,NWMLS,1283679,N,Y,47.5766686,-122.1600476
MLS Listing,,Single Family Residential,719 S 38th Ct,Renton,WA,98055,760000,5,2.5,Talbot Hill,3188,6027,2005,3,238,50,Active,,,http://www.redfin.com/WA/Renton/719-S-38th-Ct-98055/home/2067533,NWMLS,1286012,N,Y,47.4449235,-122.208208
MLS Listing,,Single Family Residential,603 38th Avenue,Seattle,WA,98122,1249000,4,2.5,Madrona,2652,5051,1920,3,471,,Active,May-7-2018 11:30 AM,May-7-2018 01:30 PM,http://www.redfin.com/WA/Seattle/603-38th-Ave-98122/home/141373,NWMLS,1285342,N,Y,47.6069555,-122.2853565
MLS Listing,,Condo/Co-op,1327 S Puget Dr Unit F12,Renton,WA,98055,199998,2,1.5,Benson Hill,982,,1980,3,204,407,Active,,,http://www.redfin.com/WA/Renton/1327-S-Puget-Dr-98055/home/58712,NWMLS,1285182,N,Y,47.460772,-122.1988571
MLS Listing,,Single Family Residential,26235 46th Ave S Ave S,Kent,WA,98032,364500,3,2.5,Kent,2250,7344,1977,3,162,,Active,,,http://www.redfin.com/WA/Kent/26235-46th-Ave-S-98032/home/206799,NWMLS,1264670,N,Y,47.3656236,-122.2766847
MLS Listing,,Single Family Residential,4081 235th Place SE,Sammamish,WA,98075,1470000,4,3.5,Sammamish,4089,4852,2018,3,360,115,Active,May-7-2018 02:00 PM,May-7-2018 06:00 PM,http://www.redfin.com/WA/Sammamish/4081-235th-Pl-SE-98075/home/145564032,NWMLS,1286407,N,Y,47.575319344,-122.0247696
MLS Listing,,Single Family Residential,4087 235th Place SE,Sammamish,WA,98075,1420000,4,3.5,Sammamish,3541,4933,2018,3,401,115,Active,May-7-2018 02:00 PM,May-7-2018 06:00 PM,http://www.redfin.com/WA/Sammamish/4087-235th-Pl-SE-98075/home/145564031,NWMLS,1286416,N,Y,47.575319344,-122.0247696
MLS Listing,,Single Family Residential,3602 S 175th St,SeaTac,WA,98188,350000,2,1.0,McMicken Heights,950,17500,1947,3,368,,Active,,,http://www.redfin.com/WA/SeaTac/3602-S-175th-St-98188/home/342484,NWMLS,1286639,N,Y,47.4464823,-122.2859168
MLS Listing,,Single Family Residential,14932 20th Ave SW,Burien,WA,98166,550000,3,2.5,Seahurst,1770,11775,1996,3,311,,Active,,,http://www.redfin.com/WA/Burien/14932-20th-Ave-SW-98166/home/185840,NWMLS,1286503,N,Y,47.4686616,-122.3582328
MLS Listing,,Single Family Residential,23552 SE 36th CT,Sammamish,WA,98075,1220000,4,2.75,Sammamish,2734,5555,2018,3,446,115,Active,May-7-2018 02:00 PM,May-7-2018 06:00 PM,http://www.redfin.com/WA/Sammamish/23552-SE-36th-St-98075/home/145564002,NWMLS,1286363,N,Y,47.575319344,-122.0247696
MLS Listing,,Single Family Residential,23563 SE 36th CT,Sammamish,WA,98075,1365000,4,2.75,Sammamish,3259,5067,2018,3,419,115,Active,May-7-2018 02:00 PM,May-7-2018 06:00 PM,http://www.redfin.com/WA/Sammamish/23563-SE-36th-St-98075/home/145564001,NWMLS,1286625,N,Y,47.575319344,-122.0247696
MLS Listing,,Single Family Residential,14820 72nd Ave W,Edmonds,WA,98026,1700000,3,2.5,Meadowdale,3516,132422,1965,3,484,,Active,,,http://www.redfin.com/WA/Edmonds/14820-72nd-Ave-W-98026/home/2713352,NWMLS,1284778,N,Y,47.8638375,-122.332142
MLS Listing,,Condo/Co-op,1017 Minor Ave #603,Seattle,WA,98104,795000,2,1.0,First Hill,1370,,1930,3,580,625,Active,,,http://www.redfin.com/WA/Seattle/1017-Minor-Ave-98104/unit-603/home/45500,NWMLS,1286584,N,Y,47.6102363,-122.3247595
MLS Listing,,Single Family Residential,5047 Ivanhoe Place NE,Seattle,WA,98105,1100000,3,1.75,Laurelhurst,2130,5000,1951,3,516,,Active,May-9-2018 11:00 AM,May-9-2018 02:00 PM,http://www.redfin.com/WA/Seattle/5047-Ivanhoe-Pl-NE-98105/home/120982,NWMLS,1283872,N,Y,47.6657871,-122.2710526
MLS Listing,,Condo/Co-op,22508 6th Ave S #3,Des Moines,WA,98198,389000,3,2.0,Des Moines,1781,,1979,3,218,174,Active,,,http://www.redfin.com/WA/Des-Moines/22508-6th-Ave-S-98198/unit-3/home/54194,NWMLS,1285574,N,Y,47.4001562,-122.3268744
MLS Listing,,Single Family Residential,16817 SE 43rd Ct (L-3),Bellevue,WA,98006,1874800,5,4.25,Lakemont,4263,13046,2018,3,440,,Active,,,http://www.redfin.com/WA/Bellevue/16817-SE-43rd-Ct-98006/home/22428914,NWMLS,1286293,N,Y,47.568417,-122.1155286
